,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
2544,564900.00,64780.00,6037462700,"Census Tract 4627, Los Angeles County, California"
485,325900.00,64707.00,6013316000,"Census Tract 3160, Contra Costa County, California"
7865,697300.00,64653.00,6111002102,"Census Tract 21.02, Ventura County, California"
7517,584400.00,64648.00,6097150500,"Census Tract 1505, Sonoma County, California"
6371,1107200.00,64606.00,6075021400,"Census Tract 214, San Francisco County, California"
2988,171800.00,64588.00,6037555212,"Census Tract 5552.12, Los Angeles County, California"
1650,603000.00,64577.00,6037197300,"Census Tract 1973, Los Angeles County, California"
6232,215400.00,64537.00,6073020202,"Census Tract 202.02, San Diego County, California"
6341,832700.00,64476.00,6075016400,"Census Tract 164, San Francisco County, California"
1652,572500.00,64408.00,6037197420,"Census Tract 1974.20, Los Angeles County, California"
3830,673000.00,64379.00,6057001203,"Census Tract 12.03, Nevada County, California"
6381,826500.00,64367.00,6075022803,"Census Tract 228.03, San Francisco County, California"
7325,622600.00,64366.00,6087120900,"Census Tract 1209, Santa Cruz County, California"
6168,497300.00,64359.00,6073018803,"Census Tract 188.03, San Diego County, California"
6773,740700.00,64339.00,6081608600,"Census Tract 6086, San Mateo County, California"
2050,685700.00,64319.00,6037269800,"Census Tract 2698, Los Angeles County, California"
4334,884200.00,64288.00,6059099310,"Census Tract 993.10, Orange County, California"
1375,439100.00,64257.00,6037124902,"Census Tract 1249.02, Los Angeles County, California"
95,173200.00,64171.00,6001409000,"Census Tract 4090, Alameda County, California"
6828,756700.00,64070.00,6081613600,"Census Tract 6136, San Mateo County, California"
6767,937200.00,64035.00,6081608100,"Census Tract 6081, San Mateo County, California"
7162,1019500.00,63952.00,6085508101,"Census Tract 5081.01, Santa Clara County, California"
7571,484500.00,63934.00,6097152906,"Census Tract 1529.06, Sonoma County, California"
4373,389500.00,63920.00,6059099905,"Census Tract 999.05, Orange County, California"
6209,695000.00,63914.00,6073020013,"Census Tract 200.13, San Diego County, California"
6081,801400.00,63905.00,6073017021,"Census Tract 170.21, San Diego County, California"
1651,615900.00,63881.00,6037197410,"Census Tract 1974.10, Los Angeles County, California"
3189,387400.00,63880.00,6037603801,"Census Tract 6038.01, Los Angeles County, California"
5553,146200.00,63848.00,6071009109,"Census Tract 91.09, San Bernardino County, California"
6035,331300.00,63783.00,6073015801,"Census Tract 158.01, San Diego County, California"
3253,824200.00,63761.00,6037651304,"Census Tract 6513.04, Los Angeles County, California"
6637,407800.00,63758.00,6079010603,"Census Tract 106.03, San Luis Obispo County, California"
6,466700.00,63749.00,6001400600,"Census Tract 4006, Alameda County, California"
5804,1123600.00,63746.00,6073008310,"Census Tract 83.10, San Diego County, California"
2203,772100.00,63723.00,6037310100,"Census Tract 3101, Los Angeles County, California"
4914,489200.00,63718.00,6065046601,"Census Tract 466.01, Riverside County, California"
569,1006600.00,63678.00,6013353001,"Census Tract 3530.01, Contra Costa County, California"
7930,715600.00,63658.00,6111005802,"Census Tract 58.02, Ventura County, California"
3988,718300.00,63636.00,6059042313,"Census Tract 423.13, Orange County, California"
5754,458300.00,63630.00,6073004700,"Census Tract 47, San Diego County, California"
5400,178900.00,63610.00,6071002107,"Census Tract 21.07, San Bernardino County, California"
3968,628700.00,63577.00,6059032059,"Census Tract 320.59, Orange County, California"
7121,531600.00,63558.00,6085506502,"Census Tract 5065.02, Santa Clara County, California"
1556,579200.00,63554.00,6037186203,"Census Tract 1862.03, Los Angeles County, California"
2905,511100.00,63543.00,6037550800,"Census Tract 5508, Los Angeles County, California"
29,410900.00,63481.00,6001403400,"Census Tract 4034, Alameda County, California"
6781,1037700.00,63453.00,6081609300,"Census Tract 6093, San Mateo County, California"
4871,691100.00,63436.00,6065045122,"Census Tract 451.22, Riverside County, California"
2509,337200.00,63402.00,6037434003,"Census Tract 4340.03, Los Angeles County, California"
7336,557800.00,63387.00,6087121800,"Census Tract 1218, Santa Cruz County, California"
6327,619100.00,63385.00,6075015100,"Census Tract 151, San Francisco County, California"
113,552300.00,63366.00,6001420300,"Census Tract 4203, Alameda County, California"
1998,1111300.00,63344.00,6037261200,"Census Tract 2612, Los Angeles County, California"
2368,730900.00,63326.00,6037406300,"Census Tract 4063, Los Angeles County, California"
6551,262500.00,63276.00,6077003602,"Census Tract 36.02, San Joaquin County, California"
1662,376100.00,63266.00,6037199400,"Census Tract 1994, Los Angeles County, California"
6353,677000.00,63244.00,6075017801,"Census Tract 178.01, San Francisco County, California"
6799,397000.00,63234.00,6081610500,"Census Tract 6105, San Mateo County, California"
1347,403200.00,63195.00,6037123205,"Census Tract 1232.05, Los Angeles County, California"
5052,297800.00,63185.00,6067005701,"Census Tract 57.01, Sacramento County, California"
439,216300.00,63179.00,6013302005,"Census Tract 3020.05, Contra Costa County, California"
1805,593300.00,63144.00,6037215101,"Census Tract 2151.01, Los Angeles County, California"
6976,229200.00,63134.00,6085503110,"Census Tract 5031.10, Santa Clara County, California"
780,511600.00,63101.00,6019004301,"Census Tract 43.01, Fresno County, California"
6930,724200.00,63080.00,6085500600,"Census Tract 5006, Santa Clara County, California"
5677,297000.00,63078.00,6073001800,"Census Tract 18, San Diego County, California"
1679,229200.00,63016.00,6037203100,"Census Tract 2031, Los Angeles County, California"
288,960000.00,62997.00,6001442200,"Census Tract 4422, Alameda County, California"
660,443400.00,62962.00,6017030504,"Census Tract 305.04, El Dorado County, California"
1499,1133900.00,62886.00,6037139703,"Census Tract 1397.03, Los Angeles County, California"
6583,339400.00,62884.00,6077004902,"Census Tract 49.02, San Joaquin County, California"
2612,502800.00,62870.00,6037482301,"Census Tract 4823.01, Los Angeles County, California"
7195,681200.00,62836.00,6085509304,"Census Tract 5093.04, Santa Clara County, California"
4172,297500.00,62827.00,6059075514,"Census Tract 755.14, Orange County, California"
2475,458100.00,62801.00,6037432202,"Census Tract 4322.02, Los Angeles County, California"
6732,1104700.00,62797.00,6081605100,"Census Tract 6051, San Mateo County, California"
7139,952300.00,62797.00,6085507203,"Census Tract 5072.03, Santa Clara County, California"
6911,776400.00,62791.00,6083002922,"Census Tract 29.22, Santa Barbara County, California"
4300,476700.00,62775.00,6059099220,"Census Tract 992.20, Orange County, California"
4159,513200.00,62732.00,6059075301,"Census Tract 753.01, Orange County, California"
6106,853800.00,62710.00,6073017053,"Census Tract 170.53, San Diego County, California"
42,804600.00,62688.00,6001404400,"Census Tract 4044, Alameda County, California"
634,436500.00,62686.00,6013386000,"Census Tract 3860, Contra Costa County, California"
35,750000.00,62684.00,6001403800,"Census Tract 4038, Alameda County, California"
2281,246500.00,62651.00,6037402502,"Census Tract 4025.02, Los Angeles County, California"
1865,166700.00,62629.00,6037224020,"Census Tract 2240.20, Los Angeles County, California"
3553,279100.00,62607.00,6041106001,"Census Tract 1060.01, Marin County, California"
3966,762800.00,62547.00,6059032057,"Census Tract 320.57, Orange County, California"
6909,750000.00,62545.00,6083002914,"Census Tract 29.14, Santa Barbara County, California"
3199,811700.00,62488.00,6037620102,"Census Tract 6201.02, Los Angeles County, California"
7204,1422500.00,62482.00,6085509901,"Census Tract 5099.01, Santa Clara County, California"
3780,325500.00,62442.00,6055200501,"Census Tract 2005.01, Napa County, California"
5634,344600.00,62419.00,6071011206,"Census Tract 112.06, San Bernardino County, California"
285,490500.00,62401.00,6001441927,"Census Tract 4419.27, Alameda County, California"
7398,170400.00,62379.00,6091010000,"Census Tract 100, Sierra County, California"
431,309300.00,62355.00,6009000503,"Census Tract 5.03, Calaveras County, California"
1498,1192700.00,62354.00,6037139702,"Census Tract 1397.02, Los Angeles County, California"
7870,529500.00,62337.00,6111002600,"Census Tract 26, Ventura County, California"
4086,910700.00,62302.00,6059063004,"Census Tract 630.04, Orange County, California"
4735,503000.00,62278.00,6065043239,"Census Tract 432.39, Riverside County, California"
3313,759600.00,62257.00,6037702600,"Census Tract 7026, Los Angeles County, California"
1457,242400.00,62250.00,6037134520,"Census Tract 1345.20, Los Angeles County, California"
7736,279300.00,62181.00,6105000102,"Census Tract 1.02, Trinity County, California"
5999,227900.00,62171.00,6073013907,"Census Tract 139.07, San Diego County, California"
7567,242500.00,62167.00,6097152802,"Census Tract 1528.02, Sonoma County, California"
2455,904300.00,62153.00,6037430802,"Census Tract 4308.02, Los Angeles County, California"
1487,414800.00,62148.00,6037139200,"Census Tract 1392, Los Angeles County, California"
1696,364000.00,62121.00,6037204810,"Census Tract 2048.10, Los Angeles County, California"
7338,817600.00,62094.00,6087122002,"Census Tract 1220.02, Santa Cruz County, California"
1318,355100.00,62076.00,6037120106,"Census Tract 1201.06, Los Angeles County, California"
2069,901500.00,62055.00,6037271901,"Census Tract 2719.01, Los Angeles County, California"
6073,652500.00,62030.00,6073017006,"Census Tract 170.06, San Diego County, California"
5531,223500.00,61901.00,6071008100,"Census Tract 81, San Bernardino County, California"
3809,879200.00,61866.00,6055201602,"Census Tract 2016.02, Napa County, California"
1597,631100.00,61851.00,6037190902,"Census Tract 1909.02, Los Angeles County, California"
1459,276700.00,61847.00,6037134522,"Census Tract 1345.22, Los Angeles County, California"
3986,674200.00,61841.00,6059042311,"Census Tract 423.11, Orange County, California"
4542,175500.00,61836.00,6065040202,"Census Tract 402.02, Riverside County, California"
2777,307400.00,61835.00,6037533902,"Census Tract 5339.02, Los Angeles County, California"
4039,411200.00,61827.00,6059052521,"Census Tract 525.21, Orange County, California"
7129,753300.00,61800.00,6085506702,"Census Tract 5067.02, Santa Clara County, California"
7842,655900.00,61776.00,6111000903,"Census Tract 9.03, Ventura County, California"
881,250500.00,61764.00,6019007600,"Census Tract 76, Fresno County, California"
557,986500.00,61742.00,6013347000,"Census Tract 3470, Contra Costa County, California"
76,307000.00,61741.00,6001407102,"Census Tract 4071.02, Alameda County, California"
7913,538900.00,61709.00,6111005202,"Census Tract 52.02, Ventura County, California"
3250,728300.00,61687.00,6037651221,"Census Tract 6512.21, Los Angeles County, California"
7750,175000.00,61665.00,6107000701,"Census Tract 7.01, Tulare County, California"
5308,118200.00,61655.00,6071000303,"Census Tract 3.03, San Bernardino County, California"
769,254500.00,61640.00,6019004100,"Census Tract 41, Fresno County, California"
2158,460500.00,61638.00,6037297602,"Census Tract 2976.02, Los Angeles County, California"
286,1127300.00,61524.00,6001442000,"Census Tract 4420, Alameda County, California"
6375,994000.00,61516.00,6075021800,"Census Tract 218, San Francisco County, California"
4335,909600.00,61479.00,6059099311,"Census Tract 993.11, Orange County, California"
186,475900.00,61427.00,6001432200,"Census Tract 4322, Alameda County, California"
3749,295200.00,61427.00,6053013000,"Census Tract 130, Monterey County, California"
2516,505700.00,61406.00,6037460401,"Census Tract 4604.01, Los Angeles County, California"
1148,200300.00,61379.00,6033000100,"Census Tract 1, Lake County, California"
2115,418000.00,61336.00,6037292000,"Census Tract 2920, Los Angeles County, California"
6972,774600.00,61271.00,6085503002,"Census Tract 5030.02, Santa Clara County, California"
6625,546400.00,61241.00,6079010101,"Census Tract 101.01, San Luis Obispo County, California"
7852,172700.00,61224.00,6111001302,"Census Tract 13.02, Ventura County, California"
6646,569300.00,61216.00,6079011102,"Census Tract 111.02, San Luis Obispo County, California"
6985,149500.00,61172.00,6085503122,"Census Tract 5031.22, Santa Clara County, California"
2159,742600.00,61168.00,6037300100,"Census Tract 3001, Los Angeles County, California"
5642,118900.00,61132.00,6071011800,"Census Tract 118, San Bernardino County, California"
7092,566700.00,61065.00,6085505202,"Census Tract 5052.02, Santa Clara County, California"
8011,755400.00,61034.00,6113010401,"Census Tract 104.01, Yolo County, California"
6470,586500.00,61032.00,6075060502,"Census Tract 605.02, San Francisco County, California"
531,405200.00,61013.00,6013339002,"Census Tract 3390.02, Contra Costa County, California"
2579,510700.00,61006.00,6037480803,"Census Tract 4808.03, Los Angeles County, California"
5290,503100.00,61005.00,6071000103,"Census Tract 1.03, San Bernardino County, California"
3117,313900.00,60993.00,6037600303,"Census Tract 6003.03, Los Angeles County, California"
534,788500.00,60971.00,6013341000,"Census Tract 3410, Contra Costa County, California"
253,424800.00,60948.00,6001440304,"Census Tract 4403.04, Alameda County, California"
79,256000.00,60913.00,6001407400,"Census Tract 4074, Alameda County, California"
4097,787200.00,60871.00,6059063202,"Census Tract 632.02, Orange County, California"
2240,796400.00,60864.00,6037400501,"Census Tract 4005.01, Los Angeles County, California"
50,995600.00,60859.00,6001405100,"Census Tract 4051, Alameda County, California"
563,516600.00,60848.00,6013351103,"Census Tract 3511.03, Contra Costa County, California"
6982,363600.00,60847.00,6085503117,"Census Tract 5031.17, Santa Clara County, California"
6383,777900.00,60842.00,6075022902,"Census Tract 229.02, San Francisco County, California"
3642,322200.00,60836.00,6047000901,"Census Tract 9.01, Merced County, California"
1516,667500.00,60813.00,6037143400,"Census Tract 1434, Los Angeles County, California"
1237,695900.00,60809.00,6037108202,"Census Tract 1082.02, Los Angeles County, California"
7130,716000.00,60803.00,6085506703,"Census Tract 5067.03, Santa Clara County, California"
5437,176800.00,60787.00,6071003404,"Census Tract 34.04, San Bernardino County, California"
4049,474600.00,60780.00,6059062610,"Census Tract 626.10, Orange County, California"
2110,405300.00,60754.00,6037291120,"Census Tract 2911.20, Los Angeles County, California"
3632,300000.00,60721.00,6047000503,"Census Tract 5.03, Merced County, California"
4429,606600.00,60720.00,6061020604,"Census Tract 206.04, Placer County, California"
3748,698100.00,60708.00,6053012800,"Census Tract 128, Monterey County, California"
6812,510000.00,60684.00,6081611700,"Census Tract 6117, San Mateo County, California"
1542,489600.00,60682.00,6037183620,"Census Tract 1836.20, Los Angeles County, California"
2450,1053800.00,60618.00,6037430701,"Census Tract 4307.01, Los Angeles County, California"
1470,346500.00,60617.00,6037135114,"Census Tract 1351.14, Los Angeles County, California"
7443,444200.00,60603.00,6095252000,"Census Tract 2520, Solano County, California"
6283,171700.00,60553.00,6073021900,"Census Tract 219, San Diego County, California"
1484,955900.00,60535.00,6037137504,"Census Tract 1375.04, Los Angeles County, California"
4096,767400.00,60516.00,6059063201,"Census Tract 632.01, Orange County, California"
2198,392800.00,60442.00,6037302401,"Census Tract 3024.01, Los Angeles County, California"
6269,381500.00,60422.00,6073020904,"Census Tract 209.04, San Diego County, California"
65,298100.00,60420.00,6001406202,"Census Tract 4062.02, Alameda County, California"
6240,261500.00,60380.00,6073020214,"Census Tract 202.14, San Diego County, California"
2613,525400.00,60369.00,6037482303,"Census Tract 4823.03, Los Angeles County, California"
2317,882000.00,60295.00,6037403500,"Census Tract 4035, Los Angeles County, California"
6017,510400.00,60281.00,6073014901,"Census Tract 149.01, San Diego County, California"
5319,314400.00,60275.00,6071000606,"Census Tract 6.06, San Bernardino County, California"
5995,188600.00,60257.00,6073013802,"Census Tract 138.02, San Diego County, California"
6439,767600.00,60256.00,6075032801,"Census Tract 328.01, San Francisco County, California"
2056,333300.00,60235.00,6037270100,"Census Tract 2701, Los Angeles County, California"
4428,545200.00,60200.00,6061020602,"Census Tract 206.02, Placer County, California"
2318,541000.00,60187.00,6037403600,"Census Tract 4036, Los Angeles County, California"
5748,276500.00,60111.00,6073004100,"Census Tract 41, San Diego County, California"
2051,640600.00,60106.00,6037269903,"Census Tract 2699.03, Los Angeles County, California"
6489,76100.00,59998.00,6077000600,"Census Tract 6, San Joaquin County, California"
1361,515500.00,59986.00,6037123902,"Census Tract 1239.02, Los Angeles County, California"
2733,304600.00,59978.00,6037532002,"Census Tract 5320.02, Los Angeles County, California"
6397,716900.00,59973.00,6075025403,"Census Tract 254.03, San Francisco County, California"
2124,268500.00,59904.00,6037294120,"Census Tract 2941.20, Los Angeles County, California"
5352,293100.00,59832.00,6071001400,"Census Tract 14, San Bernardino County, California"
7814,140300.00,59800.00,6107004200,"Census Tract 42, Tulare County, California"
6049,63700.00,59783.00,6073016504,"Census Tract 165.04, San Diego County, California"
4002,899600.00,59775.00,6059042332,"Census Tract 423.32, Orange County, California"
7598,536000.00,59772.00,6097153901,"Census Tract 1539.01, Sonoma County, California"
2807,291300.00,59763.00,6037535503,"Census Tract 5355.03, Los Angeles County, California"
6580,445100.00,59721.00,6077004704,"Census Tract 47.04, San Joaquin County, California"
6576,120000.00,59690.00,6077004502,"Census Tract 45.02, San Joaquin County, California"
4034,699800.00,59684.00,6059052515,"Census Tract 525.15, Orange County, California"
6337,574400.00,59669.00,6075016000,"Census Tract 160, San Francisco County, California"
318,532800.00,59638.00,6001450200,"Census Tract 4502, Alameda County, California"
7936,748000.00,59581.00,6111005910,"Census Tract 59.10, Ventura County, California"
2068,589400.00,59581.00,6037271802,"Census Tract 2718.02, Los Angeles County, California"
6751,974300.00,59568.00,6081607000,"Census Tract 6070, San Mateo County, California"
2551,761000.00,59541.00,6037463300,"Census Tract 4633, Los Angeles County, California"
211,392400.00,59446.00,6001435300,"Census Tract 4353, Alameda County, California"
7772,219600.00,59397.00,6107001902,"Census Tract 19.02, Tulare County, California"
7280,537900.00,59391.00,6085512311,"Census Tract 5123.11, Santa Clara County, California"
7933,703800.00,59385.00,6111005907,"Census Tract 59.07, Ventura County, California"
6916,881100.00,59384.00,6083002932,"Census Tract 29.32, Santa Barbara County, California"
395,386400.00,59370.00,6007001500,"Census Tract 15, Butte County, California"
2467,992000.00,59359.00,6037431600,"Census Tract 4316, Los Angeles County, California"
455,538200.00,59347.00,6013304004,"Census Tract 3040.04, Contra Costa County, California"
1367,432700.00,59321.00,6037124201,"Census Tract 1242.01, Los Angeles County, California"
7899,314500.00,59316.00,6111004506,"Census Tract 45.06, Ventura County, California"
560,957800.00,59311.00,6013350000,"Census Tract 3500, Contra Costa County, California"
2957,415100.00,59235.00,6037554203,"Census Tract 5542.03, Los Angeles County, California"
7855,267600.00,59217.00,6111001502,"Census Tract 15.02, Ventura County, California"
7291,510700.00,59210.00,6085512510,"Census Tract 5125.10, Santa Clara County, California"
3106,1041700.00,59204.00,6037577501,"Census Tract 5775.01, Los Angeles County, California"
7759,160700.00,59201.00,6107001200,"Census Tract 12, Tulare County, California"
7122,684700.00,59061.00,6085506503,"Census Tract 5065.03, Santa Clara County, California"
3104,688100.00,59029.00,6037577300,"Census Tract 5773, Los Angeles County, California"
3702,289000.00,59006.00,6053010101,"Census Tract 101.01, Monterey County, California"
6291,901400.00,58991.00,6075010500,"Census Tract 105, San Francisco County, California"
1,1098000.00,58982.00,6001400100,"Census Tract 4001, Alameda County, California"
6555,204700.00,58966.00,6077003803,"Census Tract 38.03, San Joaquin County, California"
3069,266700.00,58955.00,6037575101,"Census Tract 5751.01, Los Angeles County, California"
3846,505600.00,58931.00,6059001501,"Census Tract 15.01, Orange County, California"
4365,485500.00,58928.00,6059099702,"Census Tract 997.02, Orange County, California"
3134,240700.00,58919.00,6037601100,"Census Tract 6011, Los Angeles County, California"
801,182800.00,58881.00,6019005000,"Census Tract 50, Fresno County, California"
3562,714200.00,58876.00,6041111000,"Census Tract 1110, Marin County, California"
7503,588400.00,58831.00,6095253300,"Census Tract 2533, Solano County, California"
7192,802100.00,58810.00,6085509202,"Census Tract 5092.02, Santa Clara County, California"
317,743000.00,58801.00,6001450102,"Census Tract 4501.02, Alameda County, California"
4514,172500.00,58792.00,6065030400,"Census Tract 304, Riverside County, California"
6962,740900.00,58752.00,6085502800,"Census Tract 5028, Santa Clara County, California"
6257,498600.00,58733.00,6073020708,"Census Tract 207.08, San Diego County, California"
8017,526300.00,58730.00,6113010510,"Census Tract 105.10, Yolo County, California"
6722,558500.00,58724.00,6081604101,"Census Tract 6041.01, San Mateo County, California"
5095,313500.00,58724.00,6067007107,"Census Tract 71.07, Sacramento County, California"
694,395800.00,58716.00,6017031900,"Census Tract 319, El Dorado County, California"
1497,840900.00,58670.00,6037139701,"Census Tract 1397.01, Los Angeles County, California"
532,547000.00,58665.00,6013340001,"Census Tract 3400.01, Contra Costa County, California"
7237,1168800.00,58646.00,6085511910,"Census Tract 5119.10, Santa Clara County, California"
7115,752500.00,58589.00,6085506302,"Census Tract 5063.02, Santa Clara County, California"
2057,567000.00,58579.00,6037270200,"Census Tract 2702, Los Angeles County, California"
6061,195200.00,58579.00,6073016617,"Census Tract 166.17, San Diego County, California"
6104,495500.00,58569.00,6073017051,"Census Tract 170.51, San Diego County, California"
3028,335000.00,58528.00,6037572002,"Census Tract 5720.02, Los Angeles County, California"
1844,264000.00,58469.00,6037221220,"Census Tract 2212.20, Los Angeles County, California"
7335,475500.00,58462.00,6087121700,"Census Tract 1217, Santa Cruz County, California"
3900,492700.00,58434.00,6059021817,"Census Tract 218.17, Orange County, California"
3259,489900.00,58432.00,6037670100,"Census Tract 6701, Los Angeles County, California"
278,458200.00,58419.00,6001441700,"Census Tract 4417, Alameda County, California"
7275,890300.00,58394.00,6085512305,"Census Tract 5123.05, Santa Clara County, California"
6391,508400.00,58344.00,6075023400,"Census Tract 234, San Francisco County, California"
6249,511200.00,58323.00,6073020404,"Census Tract 204.04, San Diego County, California"
5289,475700.00,58264.00,6069000802,"Census Tract 8.02, San Benito County, California"
3719,795900.00,58263.00,6053010702,"Census Tract 107.02, Monterey County, California"
6635,699500.00,58220.00,6079010504,"Census Tract 105.04, San Luis Obispo County, California"
3587,938500.00,58198.00,6041128100,"Census Tract 1281, Marin County, California"
3574,584900.00,58187.00,6041119201,"Census Tract 1192.01, Marin County, California"
6693,643400.00,58177.00,6081601502,"Census Tract 6015.02, San Mateo County, California"
5063,236400.00,58162.00,6067006101,"Census Tract 61.01, Sacramento County, California"
4870,634700.00,58149.00,6065045121,"Census Tract 451.21, Riverside County, California"
350,506800.00,58144.00,6001451504,"Census Tract 4515.04, Alameda County, California"
75,271700.00,58120.00,6001407101,"Census Tract 4071.01, Alameda County, California"
6450,734100.00,58110.00,6075035202,"Census Tract 352.02, San Francisco County, California"
3909,759100.00,58060.00,6059021828,"Census Tract 218.28, Orange County, California"
7831,297100.00,58025.00,6111000302,"Census Tract 3.02, Ventura County, California"
6201,173600.00,58016.00,6073019805,"Census Tract 198.05, San Diego County, California"
4974,552900.00,58006.00,6067001500,"Census Tract 15, Sacramento County, California"
5664,603000.00,58000.00,6073000500,"Census Tract 5, San Diego County, California"
7285,761600.00,57995.00,6085512402,"Census Tract 5124.02, Santa Clara County, California"
7607,439400.00,57981.00,6097154304,"Census Tract 1543.04, Sonoma County, California"
3165,255800.00,57975.00,6037602506,"Census Tract 6025.06, Los Angeles County, California"
2511,757200.00,57956.00,6037460000,"Census Tract 4600, Los Angeles County, California"
7339,497200.00,57954.00,6087122003,"Census Tract 1220.03, Santa Cruz County, California"
7070,744300.00,57952.00,6085504420,"Census Tract 5044.20, Santa Clara County, California"
2721,275000.00,57942.00,6037531502,"Census Tract 5315.02, Los Angeles County, California"
3424,252200.00,57936.00,6037910812,"Census Tract 9108.12, Los Angeles County, California"
3545,549600.00,57927.00,6041102203,"Census Tract 1022.03, Marin County, California"
1612,425000.00,57897.00,6037191720,"Census Tract 1917.20, Los Angeles County, California"
7957,1024400.00,57894.00,6111007406,"Census Tract 74.06, Ventura County, California"
6728,985100.00,57892.00,6081604700,"Census Tract 6047, San Mateo County, California"
6430,762300.00,57879.00,6075031100,"Census Tract 311, San Francisco County, California"
1640,627200.00,57871.00,6037195600,"Census Tract 1956, Los Angeles County, California"
7676,172000.00,57849.00,6099002803,"Census Tract 28.03, Stanislaus County, California"
4418,571300.00,57826.00,6061020105,"Census Tract 201.05, Placer County, California"
4980,380000.00,57821.00,6067002100,"Census Tract 21, Sacramento County, California"
582,975100.00,57817.00,6013355116,"Census Tract 3551.16, Contra Costa County, California"
127,599900.00,57811.00,6001422100,"Census Tract 4221, Alameda County, California"
4785,101700.00,57798.00,6065043513,"Census Tract 435.13, Riverside County, California"
6826,686700.00,57721.00,6081613501,"Census Tract 6135.01, San Mateo County, California"
7037,484300.00,57680.00,6085503802,"Census Tract 5038.02, Santa Clara County, California"
3892,487400.00,57675.00,6059021807,"Census Tract 218.07, Orange County, California"
1070,219100.00,57631.00,6029004200,"Census Tract 42, Kern County, California"
2500,317600.00,57568.00,6037433504,"Census Tract 4335.04, Los Angeles County, California"
6806,1009400.00,57558.00,6081611100,"Census Tract 6111, San Mateo County, California"
305,774000.00,57550.00,6001443301,"Census Tract 4433.01, Alameda County, California"
3114,315700.00,57496.00,6037600201,"Census Tract 6002.01, Los Angeles County, California"
6792,605400.00,57490.00,6081610201,"Census Tract 6102.01, San Mateo County, California"
4867,346400.00,57475.00,6065045118,"Census Tract 451.18, Riverside County, California"
7324,749100.00,57470.00,6087120800,"Census Tract 1208, Santa Cruz County, California"
252,453500.00,57457.00,6001440301,"Census Tract 4403.01, Alameda County, California"
3678,222600.00,57440.00,6051000102,"Census Tract 1.02, Mono County, California"
3860,355900.00,57408.00,6059001802,"Census Tract 18.02, Orange County, California"
3321,567600.00,57387.00,6037703100,"Census Tract 7031, Los Angeles County, California"
1693,360300.00,57380.00,6037204420,"Census Tract 2044.20, Los Angeles County, California"
4120,518700.00,57350.00,6059063908,"Census Tract 639.08, Orange County, California"
3625,143900.00,57331.00,6047000202,"Census Tract 2.02, Merced County, California"
6395,820200.00,57328.00,6075025401,"Census Tract 254.01, San Francisco County, California"
1926,336900.00,57325.00,6037234901,"Census Tract 2349.01, Los Angeles County, California"
4109,525500.00,57303.00,6059063803,"Census Tract 638.03, Orange County, California"
5538,183300.00,57299.00,6071008404,"Census Tract 84.04, San Bernardino County, California"
570,1065500.00,57278.00,6013353002,"Census Tract 3530.02, Contra Costa County, California"
2182,534700.00,57216.00,6037301602,"Census Tract 3016.02, Los Angeles County, California"
7190,765100.00,57208.00,6085509109,"Census Tract 5091.09, Santa Clara County, California"
3972,634300.00,57199.00,6059042107,"Census Tract 421.07, Orange County, California"
7255,627700.00,57177.00,6085512027,"Census Tract 5120.27, Santa Clara County, California"
3849,499300.00,57175.00,6059001505,"Census Tract 15.05, Orange County, California"
4640,171800.00,57127.00,6065042210,"Census Tract 422.10, Riverside County, California"
486,319800.00,57106.00,6013317000,"Census Tract 3170, Contra Costa County, California"
237,343800.00,57080.00,6001437500,"Census Tract 4375, Alameda County, California"
1859,386100.00,57036.00,6037222100,"Census Tract 2221, Los Angeles County, California"
7591,417700.00,57009.00,6097153706,"Census Tract 1537.06, Sonoma County, California"
3868,591900.00,56968.00,6059011300,"Census Tract 113, Orange County, California"
6110,613100.00,56965.00,6073017104,"Census Tract 171.04, San Diego County, California"
6192,287500.00,56960.00,6073019501,"Census Tract 195.01, San Diego County, California"
7242,588500.00,56894.00,6085511915,"Census Tract 5119.15, Santa Clara County, California"
4932,325000.00,56887.00,6065049400,"Census Tract 494, Riverside County, California"
7126,745900.00,56877.00,6085506605,"Census Tract 5066.05, Santa Clara County, California"
676,313300.00,56831.00,6017030810,"Census Tract 308.10, El Dorado County, California"
2099,759700.00,56787.00,6037276500,"Census Tract 2765, Los Angeles County, California"
7281,537900.00,56765.00,6085512312,"Census Tract 5123.12, Santa Clara County, California"
2140,359800.00,56721.00,6037296210,"Census Tract 2962.10, Los Angeles County, California"
1873,318500.00,56674.00,6037226001,"Census Tract 2260.01, Los Angeles County, California"
2026,695000.00,56637.00,6037265520,"Census Tract 2655.20, Los Angeles County, California"
7653,175000.00,56619.00,6099001800,"Census Tract 18, Stanislaus County, California"
520,539500.00,56610.00,6013337100,"Census Tract 3371, Contra Costa County, California"
2089,591400.00,56607.00,6037275200,"Census Tract 2752, Los Angeles County, California"
6263,500000.00,56587.00,6073020807,"Census Tract 208.07, San Diego County, California"
4167,407100.00,56564.00,6059075505,"Census Tract 755.05, Orange County, California"
5809,826200.00,56563.00,6073008327,"Census Tract 83.27, San Diego County, California"
6376,844600.00,56522.00,6075022600,"Census Tract 226, San Francisco County, California"
7008,921500.00,56513.00,6085503326,"Census Tract 5033.26, Santa Clara County, California"
6996,435100.00,56495.00,6085503218,"Census Tract 5032.18, Santa Clara County, California"
