CensusTract,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
6017031100,El Dorado,1,5462,2322,0,38,0.0069572,0,0,0,0,0,0,10.7,69300,1,1,1,1,1,0,0,0,1690.611214,3985.843093,1690.611214,456.5831478,1103.015397,456.5831478,3985.843093,1103.015397,3610.459905,8.766343086,43.62730143,6.537239181,39.9717713,276.4805415,419.4970354,82.55264901,153.8427831,1690.611214,456.5831478,1536.847031,4.388481117,27.04487932,4.16756672,14.7291644,103.4341073,147.5335434,20.93539074,63.18712751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1678,4911,9,51,9,58,424,609,127,205
6017031200,El Dorado,1,5193,1954,0,568,0.109378,0,0,0,0,0,0,10.4,73144,1,1,1,1,1,0,0,0,1429.8005,4242.795885,1429.8005,384.4306275,1275.693279,384.4306275,4242.795885,1275.693279,3705.048939,48.71771732,60.97937783,12.66703971,69.71614545,345.6666321,536.8672808,85.37024026,93.31032375,1429.8005,384.4306275,1271.732111,5.453694558,22.88924351,9.348481361,24.84352239,95.53343613,136.5449136,32.54088764,36.08703468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454,4525,54,70,13,85,446,660,116,112
6017031301,El Dorado,0,3408,1416,0,12,0.0035211,0,0,0,0,0,0,9.7,79432,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3408.00002,588.4806825,3133.000018,9.000000056,34.99999978,4.000000119,27.9999998,199.000001,355.000002,29.16531635,125.08834,3408.00002,588.4806825,3133.000018,9.000000056,34.99999978,4.000000119,27.9999998,199.000001,355.000002,29.16531635,125.08834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,3133,9,35,4,28,199,355,27,125
6017031302,El Dorado,0,4701,2004,0,24,0.0051053,0,0,0,0,0,1,15.6,54854,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3891.245292,1480.790054,3434.483515,12.82667076,36.40339868,1.13193907,71.96006419,334.4397207,530.5736192,78.10865409,132.7715424,2880.965691,1074.07904,2536.100583,11.59747525,25.77057731,1.000000036,53.28680615,253.2102585,437.429055,45.47008446,97.02742356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861,4188,13,42,2,85,371,587,108,165
6017031402,El Dorado,0,5896,2444,0,0,0.0,0,0,0,0,0,0,10.6,62675,0,0,0,0,0,0,0,0,33.41774033,33.41774033,0.0,5.188397097,5.188397097,0.0,5895.999969,1841.085125,5307.999958,26.99999961,60.00000014,10.99999997,93.99999918,395.9999954,468.9999961,17.71111215,56.12066588,5895.999969,1841.085125,5307.999958,26.99999961,60.00000014,10.99999997,93.99999918,395.9999954,468.9999961,17.71111215,56.12066588,33.41774033,5.188397097,31.13556799,0.0,0.0,0.0,0.028271804,2.253900367,1.249711408,0.065235661,0.298847475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701,5308,27,60,11,94,396,469,18,51
6017031404,El Dorado,0,2407,933,0,6,0.0024927,0,0,0,0,0,0,10.9,95104,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2326.746127,453.924625,2180.859233,7.807996283,17.96223772,0.999999994,30.94246781,88.17418783,154.9802223,21.1822929,28.15935693,2155.306648,392.0898073,2024.107746,7.41384588,16.09640291,0.999999994,26.86462206,79.82402619,143.4184958,18.25409654,26.11802688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488,2254,9,19,1,33,91,160,23,28
6017031405,El Dorado,0,2426,979,0,0,0.0,0,0,0,0,0,0,10.2,70946,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2195.306721,456.8912477,2050.230957,4.905788015,17.88925447,0.0,21.0501582,101.2305713,120.5849557,27.17515637,29.26555288,1620.870616,337.3385559,1508.442311,3.49254941,14.98509853,0.0,14.19242224,79.75824041,88.67233954,20.30445683,21.866338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492,2266,5,22,0,28,105,138,26,28
6017031406,El Dorado,0,5544,2171,0,9,0.0016234,0,0,0,0,0,0,9.0,75884,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5205.200146,921.7221347,4855.870114,17.14190338,37.84463121,9.627630686,100.1247038,184.5911634,320.805334,44.86563364,117.363879,4828.176199,822.2454433,4504.199071,17.00000026,36.30956235,7.839809241,94.05175653,168.7760025,296.0724437,37.14228276,109.0434182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032,5168,18,41,10,103,204,341,55,119
6017031502,El Dorado,1,6031,2511,0,125,0.0207262,0,0,0,0,1,0,15.7,68468,1,1,1,1,1,0,0,1,3577.079882,5033.438252,3577.079882,1228.689718,1784.785915,1228.689718,5033.438252,1784.785915,4377.554664,22.91939805,37.31252551,1.999999992,107.6098436,486.0418305,724.8832548,271.4381231,281.4288807,3577.079882,1228.689718,3077.37621,19.7170685,25.56098622,1.948835067,75.66116553,376.8156201,568.9422565,187.2208794,185.7340559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2251,5304,24,51,2,117,533,794,316,333
6017031503,El Dorado,0,2810,1112,0,40,0.0142349,0,0,0,0,0,0,10.3,79583,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2809.999972,595.8917086,2612.999976,4.999999966,39.99999942,3.999999846,27.9999999,119.9999987,207.9999973,45.1725391,66.04017456,2809.999972,595.8917086,2612.999976,4.999999966,39.99999942,3.999999846,27.9999999,119.9999987,207.9999973,45.1725391,66.04017456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636,2613,5,40,4,28,120,208,47,68
6017031504,El Dorado,0,5337,2167,0,0,0.0,0,0,0,0,0,0,12.9,67324,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5336.999997,1615.695211,4759.999997,24.00000001,44.99999979,10.00000016,87.99999919,409.9999986,571.9999985,62.59030071,92.76356368,5275.968752,1597.915447,4703.512382,23.32788742,44.38806982,9.98585599,87.18107474,407.5734798,567.4634212,62.59030071,91.67631995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621,4760,24,45,10,88,410,572,57,86
6017031600,El Dorado,1,4126,1559,0,50,0.0121183,1,1,1,1,1,1,22.4,37703,1,1,1,1,1,0,0,1,1982.240749,4126.000002,1982.240749,1067.850692,2305.796443,1067.850692,4126.000002,2305.796443,2268.999993,56.99999946,567.0000051,7.000000205,49.99999967,1176.000007,2028.999986,182.0251002,177.25918,1982.240749,1067.850692,1032.929604,22.04856668,432.2221563,2.151121233,23.48059223,469.4087093,728.418199,118.1820465,93.36604472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2294,2269,57,567,7,50,1176,2029,165,161
6017031700,El Dorado,1,2648,829,0,0,0.0,0,0,0,0,0,0,2.8,160216,1,1,1,1,1,0,0,0,1296.54519,2487.419319,1296.54519,69.2570103,132.8694331,69.2570103,2487.419319,132.8694331,1974.651652,43.00000025,318.6159308,6.526589842,12.99243693,131.6326947,152.5617844,5.487860614,18.29286865,1296.54519,69.2570103,986.2650403,29.62248974,204.2297123,0.876499489,3.191806986,72.35962627,75.25143749,2.67343615,8.911453872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,2111,43,332,7,13,142,164,6,20
6017031800,El Dorado,1,6798,2089,0,0,0.0,0,0,0,0,0,0,13.4,104208,1,1,1,1,1,0,0,0,5365.148234,6471.151808,5365.148234,917.7417078,1043.921433,917.7417078,6471.151808,1043.921433,4661.812866,173.1108589,1125.869144,2.0,37.37059671,470.9883335,642.6949603,77.54523352,41.58125053,5365.148234,917.7417078,3888.125912,149.4716427,890.2794214,2.0,30.53650919,404.7347481,524.795267,74.10566799,34.28681733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175,4862,177,1216,2,38,503,677,83,46
6017031900,El Dorado,0,133,68,0,0,0.0,1,1,0,0,0,1,26.2,72031,1,1,0,0,0,1,0,0,62.71686318,62.71686318,0.0,17.91910386,17.91910386,0.0,133.0000005,38.00000025,111.0000007,0.0,7.000000004,3.000000054,2.000000004,9.999999912,5.999999946,3.238095254,1.619047627,132.3699476,37.81998512,110.3699477,0.0,7.000000004,3.000000054,2.000000004,9.999999912,5.894991113,3.223093993,1.611546996,62.71686318,17.91910386,47.00000027,0.0,3.716863056,3.000000054,2.000000004,6.999999968,4.000000005,1.551061322,0.775530661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,111,0,7,3,2,10,6,2,1
6017032000,El Dorado,0,1015,481,0,0,0.0,0,0,0,0,0,1,9.6,44196,0,0,0,0,0,0,0,0,0.44639039,0.44639039,0.0,0.035508326,0.035508326,0.0,1014.770328,268.1276135,952.7703237,3.000000043,8.000000111,5.000000023,6.99999993,38.9999996,42.00000065,36.43384272,25.30370151,1013.921637,267.5187701,951.9216328,3.000000043,8.000000111,5.000000023,6.99999993,38.9999996,42.00000065,35.90443772,25.26134911,0.44639039,0.035508326,0.386871681,0.0,0.0,0.059518719,0.0,0.0,0.0,0.0,0.013313398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,953,3,8,5,7,39,42,36,16
6017990000,El Dorado,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
6019000100,Fresno,1,2860,442,1,2367,0.8276224,0,0,0,0,0,1,73.9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,2099,474,130,2,36,119,1594,360,60
6019000200,Fresno,1,3167,752,0,86,0.027155,0,1,0,1,1,1,59.5,16841,0,1,0,1,0,0,0,1,5.01427412,1878.404718,5.01427412,4.521800995,1657.707886,4.521800995,1878.404718,1657.707886,472.8851484,368.184218,225.0731042,1.00000003,26.88719887,784.3750497,1193.649062,126.2882695,258.8819573,5.01427412,4.521800995,0.601712942,0.0,4.412561417,0.0,0.0,0.0,0.0,0.115528882,0.441256136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2763,850,612,315,1,72,1317,2013,184,451
6019000300,Fresno,1,3609,1039,0,53,0.0146855,0,1,0,0,0,1,48.9,31021,0,1,0,1,0,0,0,0,0.0,1140.888434,0.0,0.0,573.8149205,0.0,1140.888434,573.8149205,221.2929363,457.4671328,58.77878839,1.0,19.67833774,382.6712424,589.3067187,82.83437802,149.5049264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2748,960,959,213,7,78,1392,2266,246,480
6019000400,Fresno,1,6343,1223,0,1100,0.1734195,0,1,0,0,0,1,50.4,25597,0,1,0,1,0,0,0,0,0.0,2581.46758,0.0,0.0,2255.591426,0.0,2581.46758,2255.591426,994.7680003,91.26767332,204.5483664,0.0,65.96820699,1224.915343,2173.289813,95.81120494,262.0882848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4911,2848,425,355,4,175,2536,4948,207,598
6019000501,Fresno,1,2815,758,0,0,0.0,0,0,0,0,0,1,59.6,16422,0,0,0,0,0,0,0,0,0.0,60.56814376,0.0,0.0,52.8614448,0.0,60.56814376,52.8614448,24.74863818,8.26878513,6.429269105,0.0,1.009322315,20.11212898,47.00302422,1.637912714,5.885038011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2088,1164,205,200,0,52,1194,2238,160,326
6019000502,Fresno,1,3606,1003,0,198,0.0549085,0,0,0,0,0,1,44.9,25724,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2317,1440,227,261,3,116,1559,2577,317,345
6019000600,Fresno,1,6161,1839,0,329,0.0534004,0,1,0,1,1,1,67.2,17031,0,1,0,1,0,0,0,1,0.02445085,993.0009751,0.02445085,0.020619158,798.9300439,0.020619158,993.0009751,798.9300439,427.0336139,88.53827916,30.9883949,1.0,24.52685986,420.9138342,658.6280515,123.9349643,118.3027371,0.02445085,0.020619158,0.012474923,0.000997994,0.0,0.0,0.000498997,0.010478935,0.015967902,0.002328652,0.002563654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5013,2610,455,279,12,111,2694,4360,821,640
6019000700,Fresno,1,3921,1110,0,93,0.0237184,1,1,1,1,1,1,36.7,35357,1,1,1,1,1,0,0,1,2760.480106,3921.000017,2760.480106,1651.456504,2437.700683,1651.456504,3921.000017,2437.700683,1165.999996,1178.999998,120.9999997,2.00000003,60.00000054,1392.999989,2417.999991,189.7606822,375.2528833,2760.480106,1651.456504,947.5849891,680.3010137,104.1503303,2.00000003,54.59922036,971.8445256,1821.288055,115.5213346,257.3946216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2322,1166,1179,121,2,60,1393,2418,204,381
6019000800,Fresno,1,964,218,0,0,0.0,1,1,1,0,0,1,58.8,25231,1,1,1,1,1,0,0,0,963.999993,963.999993,963.999993,796.9658925,796.9658925,796.9658925,963.999993,796.9658925,337.0000002,72.00000022,203.9999963,0.0,22.99999994,327.9999995,645.0000023,10.49629604,95.27407168,963.999993,796.9658925,337.0000002,72.00000022,203.9999963,0.0,22.99999994,327.9999995,645.0000023,10.49629604,95.27407168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897,337,72,204,0,23,328,645,13,118
6019000901,Fresno,1,3151,742,0,10,0.0031736,1,1,1,1,1,1,43.1,28398,1,1,1,1,1,0,0,1,2213.692414,3151.000006,2213.692414,1734.852098,2469.412154,1734.852098,3151.000006,2469.412154,874.9999945,728.0000043,606.9999932,0.0,34.99999968,906.0000065,1712.999988,142.1098905,440.3076975,2213.692414,1734.852098,601.8874657,556.2497438,439.0789765,0.0,25.5666608,590.9095495,1133.342076,100.0460741,309.9788205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2297,875,728,607,0,35,906,1713,122,378
6019000902,Fresno,1,5252,1270,0,13,0.0024752,0,1,0,1,1,1,59.8,25533,0,1,0,1,0,0,0,1,210.39202,3784.770221,210.39202,150.3015263,2842.451154,150.3015263,3784.770221,2842.451154,818.4768488,831.2162762,735.9641654,2.0,57.69603117,1339.416889,2172.667414,246.1923715,428.2283856,210.39202,150.3015263,33.96252252,44.24466847,11.09182827,0.0,1.520080361,119.5729169,152.7835685,11.26336586,23.48545188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3619,1104,1195,952,2,118,1881,3041,355,636
6019001000,Fresno,1,4106,932,0,5,0.0012177,1,1,1,1,1,1,46.1,26090,1,1,1,1,1,0,0,1,4105.999964,4105.999964,4105.999964,3093.421578,3093.421578,3093.421578,4105.999964,3093.421578,982.9999835,1218.999984,588.9999959,11.99999976,90.99999832,1211.999982,2162.999965,251.2407229,365.452277,4105.999964,3093.421578,982.9999835,1218.999984,588.9999959,11.99999976,90.99999832,1211.999982,2162.999965,251.2407229,365.452277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2853,983,1219,589,12,91,1212,2163,262,378
6019001100,Fresno,1,3174,795,0,85,0.0267801,1,1,1,1,1,1,50.2,29361,1,1,1,1,1,0,0,1,1149.43834,3158.573967,1149.43834,930.3429598,2579.080974,930.3429598,3158.573967,2579.080974,1017.740104,809.4068664,116.4341272,1.000000026,83.61774868,1130.375125,2062.315559,152.1244407,274.5759222,1149.43834,930.3429598,350.0816882,339.2248397,22.25604824,0.0,32.84685429,405.0289124,723.969422,50.04017215,99.97299212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2480,1025,813,117,1,84,1134,2074,144,263
6019001201,Fresno,1,5936,1408,0,0,0.0,0,1,0,0,0,1,54.7,21106,0,1,0,1,0,0,0,0,51.37530898,1087.176168,51.37530898,46.66522169,957.7444648,46.66522169,1087.176168,957.7444648,487.9223376,17.61651856,29.11921014,2.624887541,26.63756797,523.255644,949.6172051,71.63727353,101.1285132,51.37530898,46.66522169,28.84246797,0.0,0.0,0.0,0.910366178,21.62247437,46.18497339,1.463287729,6.456131562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4069,2596,240,416,9,123,2552,4933,158,519
6019001202,Fresno,1,4756,1163,0,12,0.0025231,0,1,0,1,1,1,34.7,25632,0,1,0,1,0,0,0,1,21.93893909,4032.981814,21.93893909,15.11251587,3180.912709,15.11251587,4032.981814,3180.912709,1432.83506,527.1795394,506.7100742,15.83899558,42.35584165,1508.062319,2902.679353,103.5782608,376.5316327,21.93893909,15.11251587,3.716750209,1.531582506,1.392151116,0.08714468,0.04357234,15.16773854,18.91934636,0.164954571,3.032176786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3678,1638,593,585,19,63,1858,3447,134,435
6019001301,Fresno,1,5653,1393,0,0,0.0,0,1,0,0,0,1,56.5,25934,0,1,0,1,0,0,0,0,0.0,3250.870126,0.0,0.0,2537.32044,0.0,3250.870126,2537.32044,1368.69054,106.281159,174.4771899,1.0,63.2033842,1537.217867,2731.018979,80.15074271,306.9241404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4271,2352,186,321,1,123,2670,4802,155,522
6019001303,Fresno,1,2888,596,0,6,0.0020776,0,1,0,0,0,1,43.9,22475,0,1,0,1,0,0,0,0,0.0,2887.999958,0.0,0.0,2666.763709,0.0,2887.999958,2666.763709,930.9999905,132.999999,751.9999909,3.0,53.99999984,1014.999989,1859.999988,26.13892838,309.7786523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2068,931,133,752,3,54,1015,1860,23,263
6019001304,Fresno,1,5796,1365,0,15,0.002588,0,1,0,1,1,1,51.3,22931,0,1,0,1,0,0,0,1,0.0,3894.130756,0.0,0.0,3570.011046,0.0,3894.130756,3570.011046,984.1765714,230.0265372,1315.274129,0.0,83.86114241,1280.79238,2138.593216,188.5292023,341.971717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4891,1605,559,1473,0,116,2043,3487,245,532
6019001407,Fresno,1,4694,1509,0,19,0.0040477,0,0,0,0,0,1,53.3,18581,0,0,0,0,0,0,0,0,0.0,307.4457092,0.0,0.0,209.8908186,0.0,307.4457092,209.8908186,89.51780677,46.35588694,84.2703979,0.174376309,2.701212615,84.42602754,149.2138662,24.4544912,31.48125106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3252,1413,816,657,2,93,1713,2782,379,558
6019001408,Fresno,1,2504,1272,0,400,0.1597444,0,1,0,1,1,1,27.0,38750,0,1,0,1,0,0,0,1,0.0,1200.873073,0.0,0.0,540.3924134,0.0,1200.873073,540.3924134,744.540976,92.6325362,101.364309,2.513193548,16.19610857,243.6259482,568.3988742,240.8374802,63.33971349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190,1697,189,174,7,27,410,938,494,115
6019001409,Fresno,1,1848,630,0,4,0.0021645,0,0,0,0,0,0,17.7,106354,0,1,0,1,0,0,0,0,146.2373945,1477.544592,146.2373945,33.8519505,342.0312986,33.8519505,1477.544592,342.0312986,910.3678044,97.42709181,171.8536233,0.0,8.393237462,289.5028489,522.1305976,12.33754093,41.94763914,146.2373945,33.8519505,100.9066569,5.044989944,10.98140112,0.0,1.333867531,27.97047823,52.46550799,1.287274196,4.37673226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447,1082,144,237,0,11,374,675,15,51
6019001410,Fresno,1,9109,2327,0,4,0.0004391,1,1,1,0,0,1,27.0,50792,1,1,1,1,1,0,0,0,6719.125894,9109.000059,6719.125894,3697.582095,5394.51016,3697.582095,9109.000059,5394.51016,2775.000018,508.000005,2581.000027,22.99999943,127.9999999,3094.000011,4714.000024,53.53279874,435.0636218,6719.125894,3697.582095,2094.380406,363.3367159,2127.842145,14.80854071,82.95503219,2035.803069,3158.730977,28.462501,328.0542279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6555,2775,508,2581,23,128,3094,4714,60,479
6019001411,Fresno,1,5276,1664,0,0,0.0,0,1,0,0,0,1,35.3,32344,0,1,0,1,0,0,0,0,325.7897543,2430.770823,325.7897543,55.11761261,892.7854986,55.11761261,2430.770823,892.7854986,1408.961296,96.60576282,376.5886956,1.002728413,37.99999831,509.6123401,994.2201966,21.79761025,206.616442,325.7897543,55.11761261,169.326761,16.33025496,52.9519559,0.0,7.625920682,79.55485925,140.5355738,0.0,25.56001685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189,2416,408,1111,7,64,1270,2203,291,500
6019001412,Fresno,1,2790,762,0,140,0.0501792,0,0,0,0,0,0,6.8,79620,1,1,1,1,1,0,0,0,2268.339137,2789.999995,2268.339137,643.6312128,791.6501761,643.6312128,2789.999995,791.6501761,1517.99999,109.9999994,627.9999963,5.000000024,27.99999976,500.9999976,912.0000018,22.56981677,79.53173525,2268.339137,643.6312128,1235.858779,90.40611444,518.5057589,5.000000024,20.90367534,397.6647933,704.5141742,18.26967055,64.37883873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803,1518,110,628,5,28,501,912,21,74
