,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
5001,6037134424,California,Los Angeles County,1,2887,941,0,0.0,0.0,0,0,0,0,0,0,2.7,149750.0,1,1,1,1,1,0,0,0,1911.0,2885.0,1911.0,185.0,275.0,185.0,2885.0,275.0,2198.0,49.0,482.0,0.0,1.0,156.0,194.0,6.0,3.0,1911.0,185.0,1459.0,35.0,314.0,0.0,0.0,104.0,117.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,267.0,2199.0,49.0,482.0,0.0,1.0,156.0,194.0,6.0,3.0
5002,6037134520,California,Los Angeles County,1,5453,1771,0,32.0,0.59,0,0,0,0,0,1,19.0,46250.0,0,0,0,0,0,0,0,0,,6.0,,,4.0,,6.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160.0,2582.0,165.0,426.0,3.0,50.0,2227.0,3968.0,373.0,313.0
5003,6037134521,California,Los Angeles County,1,3126,693,0,0.0,0.0,0,0,0,0,0,1,30.4,49375.0,0,0,0,0,0,0,0,0,,170.0,,,96.0,,170.0,96.0,70.0,0.0,17.0,0.0,0.0,83.0,139.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065.0,1281.0,47.0,93.0,0.0,42.0,1663.0,2821.0,124.0,127.0
5004,6037134522,California,Los Angeles County,1,3954,1241,0,19.0,0.48,0,0,0,0,0,1,30.6,39046.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2748.0,1780.0,211.0,288.0,19.0,49.0,1607.0,2768.0,156.0,281.0
5005,6037134710,California,Los Angeles County,1,5287,1525,0,11.0,0.21,0,0,0,0,0,1,22.7,45208.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3301.0,2530.0,196.0,628.0,3.0,27.0,1903.0,3646.0,261.0,234.0
5006,6037134720,California,Los Angeles County,1,4594,1543,0,47.0,1.02,0,0,0,0,0,0,14.4,66375.0,0,1,0,1,0,0,0,0,,809.0,,,225.0,,809.0,225.0,421.0,33.0,146.0,3.0,3.0,204.0,347.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.0,2167.0,318.0,811.0,8.0,45.0,1245.0,2066.0,121.0,91.0
5007,6037134800,California,Los Angeles County,1,5949,1832,0,0.0,0.0,0,0,0,0,0,0,7.4,85455.0,0,1,0,1,0,0,0,0,,1044.0,,,285.0,,1044.0,285.0,571.0,50.0,164.0,1.0,5.0,253.0,418.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.0,3264.0,232.0,774.0,5.0,42.0,1632.0,2781.0,9.0,35.0
5008,6037134901,California,Los Angeles County,1,3069,1128,0,10.0,0.33,0,0,0,0,0,1,27.9,91140.0,0,0,0,0,0,0,0,0,,126.0,,,47.0,,126.0,47.0,90.0,6.0,9.0,0.0,0.0,21.0,19.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.0,2147.0,143.0,232.0,1.0,21.0,525.0,775.0,78.0,59.0
5009,6037134903,California,Los Angeles County,1,4216,1824,0,0.0,0.0,0,1,0,0,0,1,18.3,63583.0,0,1,0,1,0,0,0,0,,3582.0,,,1430.0,,3582.0,1430.0,1701.0,326.0,660.0,4.0,12.0,878.0,1344.0,93.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568.0,2013.0,371.0,764.0,4.0,16.0,1048.0,1653.0,153.0,172.0
5010,6037134904,California,Los Angeles County,1,4338,1363,0,41.0,0.95,0,0,0,0,1,0,12.3,66250.0,0,1,0,1,0,0,0,1,,3925.0,,,1442.0,,3925.0,1442.0,2168.0,168.0,392.0,4.0,21.0,1171.0,2194.0,112.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388.0,2454.0,190.0,415.0,4.0,23.0,1252.0,2363.0,124.0,194.0
5011,6037134905,California,Los Angeles County,1,2819,1445,0,6.0,0.21,0,0,0,0,0,0,12.4,85667.0,0,1,0,1,0,0,0,0,318.0,2752.0,318.0,86.0,743.0,86.0,2752.0,743.0,1844.0,257.0,355.0,5.0,9.0,282.0,347.0,43.0,46.0,318.0,86.0,202.0,32.0,52.0,0.0,1.0,31.0,46.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,1176.0,1908.0,257.0,356.0,5.0,9.0,284.0,355.0,69.0,75.0
5012,6037135102,California,Los Angeles County,1,3513,1183,0,116.0,3.3,0,0,0,0,0,0,2.8,142679.0,0,0,0,0,0,0,0,0,,58.0,,,8.0,,58.0,8.0,47.0,2.0,5.0,0.0,0.0,4.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.0,2597.0,130.0,369.0,6.0,18.0,393.0,615.0,24.0,45.0
5013,6037135111,California,Los Angeles County,1,2967,1116,0,22.0,0.74,0,0,0,0,0,0,5.2,118523.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.0,2062.0,129.0,303.0,2.0,21.0,450.0,691.0,47.0,85.0
5014,6037135113,California,Los Angeles County,1,2795,1288,0,0.0,0.0,0,0,0,0,0,0,4.8,84696.0,0,1,0,1,0,0,0,0,,2230.0,,,403.0,,2230.0,403.0,1328.0,200.0,415.0,11.0,7.0,269.0,306.0,83.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,1648.0,268.0,526.0,12.0,11.0,330.0,379.0,109.0,56.0
5015,6037135114,California,Los Angeles County,1,4445,2498,0,0.0,0.0,0,1,0,1,1,1,21.0,80787.0,0,1,0,1,0,0,0,1,,3148.0,,,1179.0,,3148.0,1179.0,1781.0,164.0,846.0,2.0,19.0,337.0,418.0,342.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837.0,2541.0,231.0,1196.0,2.0,22.0,453.0,563.0,401.0,136.0
5016,6037135201,California,Los Angeles County,1,2620,866,0,100.0,3.82,0,0,0,0,0,0,6.0,120089.0,0,0,0,0,0,0,0,0,,271.0,,,34.0,,271.0,34.0,200.0,6.0,37.0,0.0,0.0,27.0,45.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,1988.0,89.0,295.0,1.0,14.0,233.0,379.0,70.0,9.0
5017,6037135202,California,Los Angeles County,1,4255,1466,0,26.0,0.61,0,0,0,0,0,0,8.0,116412.0,0,1,0,1,0,0,0,0,,1774.0,,,219.0,,1774.0,219.0,1400.0,52.0,184.0,2.0,3.0,134.0,239.0,5.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.0,3291.0,132.0,462.0,3.0,20.0,347.0,658.0,8.0,104.0
5018,6037135203,California,Los Angeles County,1,7055,2444,0,14.0,0.2,0,0,0,0,0,0,7.2,128963.0,1,1,1,1,1,0,0,0,859.0,3827.0,859.0,202.0,808.0,202.0,3827.0,808.0,3034.0,75.0,446.0,6.0,10.0,255.0,365.0,36.0,22.0,859.0,202.0,697.0,15.0,99.0,0.0,1.0,46.0,44.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,1299.0,5441.0,147.0,850.0,8.0,22.0,587.0,847.0,51.0,42.0
5019,6037137000,California,Los Angeles County,1,2471,900,0,,,0,0,0,0,0,0,6.4,142321.0,0,1,0,1,0,0,0,0,271.0,2046.0,271.0,26.0,248.0,26.0,2046.0,248.0,1764.0,39.0,108.0,0.0,6.0,130.0,152.0,10.0,16.0,271.0,26.0,247.0,6.0,14.0,0.0,0.0,3.0,14.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,701.0,2020.0,92.0,169.0,4.0,8.0,178.0,270.0,23.0,39.0
5020,6037137103,California,Los Angeles County,1,4199,2136,0,0.0,0.0,0,0,0,0,0,0,6.1,82260.0,0,1,0,1,0,0,0,0,,1626.0,,,226.0,,1626.0,226.0,1157.0,73.0,232.0,1.0,4.0,159.0,158.0,80.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.0,2811.0,247.0,676.0,4.0,18.0,443.0,492.0,183.0,118.0
5021,6037137104,California,Los Angeles County,1,2717,1046,0,4.0,0.15,0,0,0,0,0,0,11.0,111111.0,0,1,0,1,0,0,0,0,,724.0,,,109.0,,724.0,109.0,602.0,21.0,40.0,0.0,2.0,59.0,56.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.0,2242.0,81.0,146.0,1.0,7.0,240.0,246.0,0.0,67.0
5022,6037137201,California,Los Angeles County,1,5270,2186,0,59.0,1.12,0,0,0,0,1,0,8.0,75721.0,0,1,0,1,0,0,0,1,,2217.0,,,353.0,,2217.0,353.0,1485.0,150.0,377.0,4.0,6.0,196.0,201.0,138.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.0,3718.0,288.0,654.0,8.0,12.0,590.0,720.0,258.0,116.0
5023,6037137301,California,Los Angeles County,1,2264,776,0,5.0,0.22,0,0,0,0,0,0,2.9,154453.0,0,1,0,1,0,0,0,0,,1566.0,,,106.0,,1566.0,106.0,1331.0,46.0,108.0,0.0,7.0,75.0,117.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,1905.0,62.0,178.0,1.0,9.0,109.0,170.0,6.0,0.0
5024,6037137302,California,Los Angeles County,1,4338,1560,0,37.0,0.85,0,0,0,0,0,0,4.6,148086.0,1,1,1,1,1,0,0,0,2465.0,4338.0,2465.0,328.0,582.0,328.0,4338.0,582.0,3626.0,82.0,332.0,10.0,8.0,280.0,336.0,70.0,8.0,2465.0,328.0,2064.0,45.0,193.0,5.0,3.0,155.0,185.0,62.0,4.0,,,,,,,,,,,,,,,,,,,,,,,592.0,3626.0,82.0,332.0,10.0,8.0,280.0,336.0,67.0,8.0
5025,6037137401,California,Los Angeles County,1,4157,1624,0,12.0,0.29,0,0,0,0,0,0,4.4,121555.0,0,1,0,1,0,0,0,0,,1763.0,,,158.0,,1763.0,158.0,1478.0,48.0,99.0,1.0,5.0,132.0,156.0,27.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.0,3475.0,119.0,227.0,3.0,17.0,316.0,411.0,84.0,32.0
5026,6037137402,California,Los Angeles County,1,5364,2063,0,98.0,1.83,0,0,0,0,0,0,4.4,127829.0,0,1,0,1,0,0,0,0,,2069.0,,,396.0,,2069.0,396.0,1735.0,52.0,119.0,0.0,7.0,156.0,120.0,80.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.0,4400.0,260.0,332.0,1.0,8.0,363.0,414.0,162.0,18.0
5027,6037137501,California,Los Angeles County,1,4124,1728,0,67.0,1.62,0,0,0,0,0,0,8.2,89583.0,0,1,0,1,0,0,0,0,,1009.0,,,170.0,,1009.0,170.0,873.0,33.0,35.0,1.0,0.0,66.0,73.0,15.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.0,3036.0,233.0,366.0,3.0,6.0,480.0,535.0,77.0,39.0
5028,6037137502,California,Los Angeles County,1,4202,1853,0,15.0,0.36,0,0,0,0,0,0,6.1,152000.0,0,1,0,1,0,0,0,0,,901.0,,,201.0,,901.0,201.0,718.0,46.0,49.0,0.0,2.0,87.0,84.0,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.0,3434.0,187.0,242.0,3.0,15.0,321.0,417.0,155.0,35.0
5029,6037137504,California,Los Angeles County,1,1939,701,0,0.0,0.0,0,0,0,0,0,0,4.3,161136.0,1,1,1,1,1,0,0,0,996.0,1939.0,996.0,73.0,142.0,73.0,1939.0,142.0,1669.0,60.0,95.0,0.0,2.0,113.0,83.0,10.0,7.0,996.0,73.0,851.0,39.0,59.0,0.0,0.0,47.0,41.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,152.0,1669.0,60.0,95.0,0.0,2.0,113.0,83.0,10.0,7.0
5030,6037138000,California,Los Angeles County,1,4484,1809,0,0.0,0.0,0,0,0,0,0,0,8.3,146225.0,1,1,1,1,1,0,0,0,1132.0,4426.0,1132.0,190.0,648.0,190.0,4426.0,648.0,3792.0,110.0,253.0,7.0,10.0,254.0,342.0,21.0,6.0,1132.0,190.0,973.0,30.0,51.0,1.0,1.0,76.0,90.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,665.0,3838.0,113.0,256.0,7.0,13.0,257.0,350.0,19.0,6.0
5031,6037139001,California,Los Angeles County,1,4767,2032,0,11.0,0.23,0,0,0,0,0,0,12.4,107545.0,0,1,0,1,0,0,0,0,,1092.0,,,249.0,,1092.0,249.0,860.0,58.0,74.0,0.0,5.0,96.0,112.0,29.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139.0,3509.0,236.0,313.0,10.0,23.0,676.0,851.0,87.0,122.0
5032,6037139200,California,Los Angeles County,1,5175,2227,0,0.0,0.0,0,0,0,0,0,0,10.3,77865.0,0,0,0,0,0,0,0,0,,55.0,,,5.0,,55.0,5.0,36.0,2.0,8.0,0.0,0.0,9.0,16.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.0,3831.0,247.0,384.0,10.0,9.0,694.0,912.0,108.0,62.0
5033,6037139301,California,Los Angeles County,1,4462,1610,0,70.0,1.57,0,0,0,0,0,0,5.2,104688.0,0,1,0,1,0,0,0,0,,2078.0,,,403.0,,2078.0,403.0,1703.0,79.0,144.0,11.0,5.0,137.0,185.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.0,3640.0,162.0,300.0,11.0,8.0,341.0,426.0,22.0,8.0
5034,6037139302,California,Los Angeles County,1,4422,1945,0,101.0,2.28,0,0,0,0,0,1,18.8,54470.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.0,2694.0,425.0,410.0,10.0,18.0,865.0,1197.0,236.0,162.0
5035,6037139303,California,Los Angeles County,1,4186,1883,0,124.0,2.96,0,0,0,0,0,1,14.8,52917.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846.0,2668.0,289.0,313.0,3.0,27.0,886.0,1120.0,145.0,216.0
5036,6037139401,California,Los Angeles County,1,2645,1183,0,2.0,0.08,0,0,0,0,0,0,12.6,72300.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.0,1880.0,135.0,182.0,10.0,21.0,417.0,582.0,290.0,98.0
5037,6037139402,California,Los Angeles County,1,2851,941,0,3.0,0.11,0,0,0,0,0,0,6.1,136964.0,0,1,0,1,0,0,0,0,,1271.0,,,187.0,,1271.0,187.0,1101.0,19.0,51.0,0.0,2.0,98.0,75.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,2499.0,44.0,120.0,0.0,5.0,183.0,148.0,4.0,12.0
5038,6037139502,California,Los Angeles County,1,3007,1192,0,9.0,0.3,0,0,0,0,0,0,10.0,85114.0,0,0,0,0,0,0,0,0,,7.0,,,1.0,,7.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0,2489.0,48.0,152.0,6.0,1.0,311.0,259.0,25.0,53.0
5039,6037139503,California,Los Angeles County,1,4657,2436,0,0.0,0.0,0,0,0,0,0,0,15.8,77721.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.0,3741.0,183.0,265.0,2.0,5.0,461.0,537.0,222.0,198.0
5040,6037139504,California,Los Angeles County,1,3476,1737,0,0.0,0.0,0,0,0,0,0,1,16.9,57750.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.0,2825.0,131.0,149.0,4.0,6.0,361.0,343.0,143.0,150.0
5041,6037139600,California,Los Angeles County,1,4633,2121,0,1.0,0.02,0,0,0,0,0,0,7.7,92863.0,0,1,0,1,0,0,0,0,,752.0,,,210.0,,752.0,210.0,612.0,33.0,61.0,0.0,1.0,45.0,55.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.0,3854.0,186.0,297.0,7.0,9.0,280.0,393.0,70.0,45.0
5042,6037139701,California,Los Angeles County,1,4920,1919,0,74.0,1.5,0,0,0,0,0,0,3.8,157037.0,0,1,0,1,0,0,0,0,,772.0,,,26.0,,772.0,26.0,679.0,5.0,52.0,0.0,1.0,35.0,52.0,23.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,4319.0,103.0,288.0,3.0,5.0,202.0,319.0,69.0,35.0
5043,6037139702,California,Los Angeles County,1,6250,2314,0,0.0,0.0,0,0,0,0,0,0,3.5,216713.0,1,1,1,1,1,0,0,0,3349.0,5585.0,3349.0,309.0,518.0,309.0,5585.0,518.0,4974.0,72.0,259.0,5.0,6.0,269.0,235.0,48.0,0.0,3349.0,309.0,2962.0,44.0,150.0,3.0,4.0,188.0,133.0,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,598.0,5572.0,84.0,282.0,5.0,6.0,301.0,272.0,48.0,0.0
5044,6037139703,California,Los Angeles County,1,2943,990,0,9.0,0.31,0,0,0,0,0,0,9.3,138194.0,1,1,1,1,1,0,0,0,1096.0,2036.0,1096.0,185.0,343.0,185.0,2036.0,343.0,1760.0,31.0,107.0,2.0,1.0,134.0,84.0,28.0,4.0,1096.0,185.0,950.0,9.0,60.0,1.0,0.0,76.0,59.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,480.0,2566.0,49.0,148.0,3.0,1.0,176.0,129.0,40.0,6.0
5045,6037139801,California,Los Angeles County,1,3539,1270,0,0.0,0.0,0,0,0,0,0,0,2.5,164875.0,1,1,1,1,1,0,0,0,1570.0,2970.0,1570.0,121.0,229.0,121.0,2970.0,229.0,2704.0,40.0,110.0,2.0,1.0,112.0,106.0,8.0,0.0,1570.0,121.0,1426.0,23.0,57.0,1.0,1.0,63.0,63.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,270.0,3192.0,47.0,149.0,2.0,2.0,147.0,126.0,10.0,0.0
5046,6037139802,California,Los Angeles County,1,3865,1372,0,0.0,0.0,0,0,0,0,0,0,6.5,176944.0,1,1,1,1,1,0,0,0,3213.0,3865.0,3213.0,412.0,495.0,412.0,3865.0,495.0,3343.0,87.0,232.0,0.0,0.0,203.0,178.0,7.0,32.0,3213.0,412.0,2757.0,72.0,200.0,0.0,0.0,183.0,150.0,6.0,27.0,,,,,,,,,,,,,,,,,,,,,,,505.0,3343.0,87.0,232.0,0.0,0.0,203.0,178.0,7.0,32.0
5047,6037141101,California,Los Angeles County,1,4066,2248,0,0.0,0.0,0,0,0,0,1,0,9.3,77525.0,0,1,0,1,0,0,0,1,,3477.0,,,768.0,,3477.0,768.0,2716.0,186.0,267.0,6.0,14.0,287.0,415.0,114.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.0,3179.0,220.0,306.0,7.0,17.0,337.0,490.0,137.0,58.0
5048,6037141102,California,Los Angeles County,1,2869,1368,0,6.0,0.21,0,0,0,0,0,0,9.7,130000.0,0,1,0,1,0,0,0,0,,1088.0,,,220.0,,1088.0,220.0,887.0,51.0,63.0,0.0,2.0,84.0,128.0,25.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.0,2335.0,150.0,171.0,0.0,9.0,204.0,325.0,56.0,15.0
5049,6037141201,California,Los Angeles County,1,3707,1892,0,6.0,0.16,0,0,0,0,0,0,9.0,84489.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.0,2812.0,263.0,241.0,3.0,4.0,384.0,593.0,138.0,77.0
5050,6037141202,California,Los Angeles County,1,2800,1413,0,0.0,0.0,0,0,0,0,0,0,12.7,86979.0,0,0,0,0,0,0,0,0,,7.0,,,1.0,,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.0,2343.0,119.0,144.0,3.0,4.0,187.0,253.0,9.0,0.0
5051,6037141302,California,Los Angeles County,1,5504,2897,0,4.0,0.07,0,0,0,0,0,0,5.5,110357.0,0,0,0,0,0,0,0,0,,15.0,,,2.0,,15.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.0,4225.0,324.0,460.0,6.0,13.0,476.0,646.0,148.0,0.0
5052,6037141303,California,Los Angeles County,1,3089,1680,0,0.0,0.0,0,0,0,0,0,0,7.0,114375.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.0,2393.0,191.0,239.0,0.0,5.0,261.0,411.0,115.0,54.0
5053,6037141304,California,Los Angeles County,1,2738,1422,0,0.0,0.0,0,0,0,0,0,0,10.0,157800.0,0,0,0,0,0,0,0,0,,245.0,,,55.0,,245.0,55.0,210.0,5.0,12.0,0.0,1.0,17.0,13.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.0,2234.0,117.0,173.0,9.0,6.0,199.0,236.0,124.0,40.0
5054,6037141400,California,Los Angeles County,1,4412,1948,0,22.0,0.5,0,0,0,0,1,0,3.6,115800.0,0,1,0,1,0,0,0,1,,2318.0,,,300.0,,2318.0,300.0,1975.0,71.0,133.0,0.0,5.0,135.0,179.0,120.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.0,3698.0,158.0,253.0,4.0,8.0,291.0,411.0,312.0,57.0
5055,6037141500,California,Los Angeles County,1,2984,1128,0,0.0,0.0,0,0,0,0,0,0,3.1,243558.0,1,1,1,1,1,0,0,0,1523.0,2847.0,1523.0,95.0,178.0,95.0,2847.0,178.0,2512.0,40.0,161.0,1.0,2.0,131.0,149.0,7.0,0.0,1523.0,95.0,1348.0,14.0,94.0,1.0,2.0,63.0,74.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,186.0,2640.0,42.0,164.0,1.0,2.0,135.0,160.0,7.0,0.0
5056,6037141600,California,Los Angeles County,1,4029,1673,0,0.0,0.0,0,0,0,0,0,0,2.2,210083.0,1,1,1,1,1,0,0,0,710.0,3263.0,710.0,72.0,246.0,72.0,3263.0,246.0,2870.0,75.0,188.0,0.0,2.0,129.0,164.0,20.0,0.0,710.0,72.0,631.0,12.0,41.0,0.0,0.0,25.0,28.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,298.0,3541.0,94.0,236.0,0.0,3.0,155.0,219.0,28.0,0.0
5057,6037141700,California,Los Angeles County,1,3091,1269,0,0.0,0.0,0,0,0,0,0,0,2.5,250001.0,0,1,0,1,0,0,0,0,22.0,2187.0,22.0,1.0,91.0,1.0,2187.0,91.0,1916.0,55.0,116.0,2.0,2.0,97.0,106.0,15.0,5.0,22.0,1.0,19.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,110.0,2684.0,76.0,177.0,2.0,2.0,150.0,156.0,24.0,7.0
5058,6037143100,California,Los Angeles County,1,3984,2093,0,0.0,0.0,0,0,0,0,0,0,5.1,128125.0,0,1,0,1,0,0,0,0,,1713.0,,,204.0,,1713.0,204.0,1340.0,94.0,131.0,3.0,5.0,141.0,232.0,43.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.0,3288.0,181.0,232.0,3.0,11.0,269.0,490.0,96.0,77.0
5059,6037143200,California,Los Angeles County,1,3743,1986,0,5.0,0.13,0,0,0,0,0,0,10.8,105665.0,0,1,0,1,0,0,0,0,,3261.0,,,741.0,,3261.0,741.0,2255.0,302.0,285.0,1.0,15.0,403.0,648.0,87.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.0,2675.0,316.0,306.0,2.0,17.0,427.0,705.0,103.0,112.0
5060,6037143300,California,Los Angeles County,1,5871,2953,0,4.0,0.07,0,0,0,0,0,0,5.7,120625.0,0,0,0,0,0,0,0,0,,402.0,,,48.0,,402.0,48.0,316.0,20.0,19.0,0.0,4.0,42.0,57.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393.0,4609.0,280.0,361.0,0.0,19.0,602.0,927.0,117.0,47.0
5061,6037143400,California,Los Angeles County,1,5881,2935,0,0.0,0.0,0,0,0,0,0,0,4.2,127477.0,0,0,0,0,0,0,0,0,,22.0,,,0.0,,22.0,0.0,17.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.0,4894.0,229.0,310.0,1.0,15.0,432.0,596.0,207.0,19.0
5062,6037143500,California,Los Angeles County,1,4708,2238,0,5.0,0.11,0,0,0,0,0,0,10.7,120572.0,0,0,0,0,0,0,0,0,,36.0,,,5.0,,36.0,5.0,28.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038.0,3989.0,174.0,284.0,5.0,11.0,245.0,383.0,143.0,149.0
5063,6037143602,California,Los Angeles County,1,4260,2045,0,272.0,6.38,0,0,0,0,0,0,8.0,116341.0,0,1,0,1,0,0,0,0,,762.0,,,92.0,,762.0,92.0,647.0,33.0,37.0,2.0,3.0,41.0,76.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.0,3514.0,180.0,302.0,3.0,22.0,239.0,348.0,116.0,15.0
5064,6037143603,California,Los Angeles County,1,2222,1244,0,0.0,0.0,0,0,0,0,0,0,8.0,114167.0,0,1,0,1,0,0,0,0,,991.0,,,213.0,,991.0,213.0,779.0,46.0,74.0,0.0,4.0,88.0,134.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.0,1761.0,109.0,163.0,0.0,10.0,179.0,277.0,18.0,16.0
